Yr Mo Dy RPT ROS KIL DUB CLA MGR MAL
50 11 15 5.2 17.4 9.0 5.8 2.0 6.0 10.6
50 11 16 4.8 11.2 17.8 2.2 19.4 12.4 15.8
50 11 17 2.8 1.8 3.8 18.4 16.4 15.4 5.0
50 11 18 8.8 19.6 13.6 15.8 19.8 15.8 16.0
50 11 19 0.0 17.4 8.6 20.0 10.8 1.6 11.8
50 11 20 5.8 7.8 11.0 18.4 16.6 5.0 13.4
50 11 21 3.8 6.8 4.6 16.4 14.0 8.0 12.8
50 11 22 5.2 4.2 13.6 15.6 0.0 10.2 14.4
50 11 23 14.4 10.4 0.4 19.6 6.6 6.4 9.0
50 11 24 12.0 3.8 15.0 1.4 1.4 3.8 11.2
50 11 25 0.0 18.8 6.0 6.4 7.4 2.8 12.2
50 11 26 8.4 15.6 0.0 12.6 3.8 2.2 19.8
50 11 27 3.6 4.6 14.2 6.8 1.8 1.6 19.4
50 11 28 14.4 18.0 2.0 6.4 9.6 18.4 0.4
50 11 29 0.6 12.6 18.4 1.2 9.6 10.0 7.2
50 11 30 14.4 2.4 1.4 12.2 7.6 18.0 10.4
50 12 1 6.4 5.0 14.4 15.4 19.2 4.4 16.2
50 12 2 9.6 4.0 15.4 11.0 10.0 8.6 8.8
50 12 3 13.0 14.6 9.0 18.4 15.8 1.0 12.8
50 12 4 19.2 15.4 7.4 3.2 17.8 6.0 4.4
50 12 5 10.6 7.0 4.2 8.2 12.4 17.4 10.8
50 12 6 10.4 5.8 16.2 20.0 4.4 11.2 1.2
50 12 7 0.0 1.8 14.4 18.0 11.8 10.2 0.6
50 12 8 6.0 14.6 1.4 16.6 4.4 13.6 16.4
50 12 9 9.8 2.4 17.6 8.6 12.2 7.4 8.4
50 12 10 2.0 19.6 1.6 14.2 10.6 15.8 10.6
50 12 11 17.2 16.6 9.4 13.2 0.4 15.8 17.6
50 12 12 0.4 5.0 11.6 6.2 9.6 14.6 6.0
50 12 13 7.4 6.0 7.0 0.6 14.4 0.4 8.0
50 12 14 18.8 4.0 9.0 4.0 19.0 19.0 1.6
50 12 15 14.2 1.0 10.8 7.6 2.2 8.8 4.4
50 12 16 10.8 16.0 19.0 9.4 7.6 17.4 14.6
50 12 17 8.4 14.4 19.2 7.2 16.4 8.8 6.4
50 12 18 10.4 4.2 10.8 19.4 18.0 2.0 3.2
50 12 19 1.4 18.6 7.0 8.2 3.6 8.0 16.8
50 12 20 12.2 3.6 4.2 15.6 7.2 15.6 15.2
50 12 21 5.8 13.8 16.6 18.6 11.4 9.0 2.0
50 12 22 9.8 6.2 10.4 14.4 18.2 2.6 3.6
50 12 23 13.6 6.4 17.0 0.8 15.2 17.2 8.6
50 12 24 2.2 19.4 13.8 10.0 9.4 16.6 8.0
50 12 25 18.6 3.4 6.0 10.2 3.2 8.6 15.8
50 12 26 10.4 17.0 10.6 15.2 14.6 13.0 16.4
50 12 27 1.0 12.6 18.2 17.2 18.6 9.6 2.8
50 12 28 9.0 19.4 5.2 5.2 4.8 5.6 14.8
50 12 29 0.6 3.4 18.8 14.2 18.4 14.4 0.2
50 12 30 0.6 7.0 12.8 12.2 11.8 6.8 7.4
50 12 31 5.2 2.0 18.0 14.2 2.6 14.0 13.0
51 1 1 16.0 2.0 18.4 11.2 0.6 14.6 6.4
51 1 2 16.0 16.8 0.8 18.8 15.2 5.6 9.6
51 1 3 12.4 0.8 18.2 7.8 12.2 6.2 4.8
51 1 4 8.2 18.8 15.2 6.2 0.2 5.8 5.8
51 1 5 14.6 19.8 18.0 0.2 11.2 4.8 2.6
51 1 6 7.0 17.0 19.8 19.6 3.4 5.2 5.6
51 1 7 6.2 4.6 7.6 5.0 0.2 11.4 13.2
51 1 8 11.6 14.4 1.8 6.0 10.0 10.0 4.8
51 1 9 5.2 10.8 14.8 0.8 1.2 15.4 15.0
51 1 10 12.8 14.0 1.2 14.2 1.8 2.8 1.8
51 1 11 14.8 14.6 19.4 1.8 6.0 13.0 14.2
51 1 12 17.8 5.6 14.4 6.6 6.0 16.8 5.0
51 1 13 17.8 4.0 19.8 9.2 20.0 4.2 3.8
51 1 14 7.8 3.8 2.6 4.8 7.4 10.4 2.8
51 1 15 10.4 0.4 10.6 9.0 9.0 5.0 17.2
51 1 16 3.6 16.2 12.4 7.8 19.0 16.6 4.6
51 1 17 2.6 18.0 5.8 6.8 7.4 8.8 9.4
51 1 18 0.4 7.8 6.4 10.0 9.6 15.0 10.4
51 1 19 16.2 6.8 17.4 17.0 11.6 15.8 5.8
51 1 20 2.8 18.8 1.2 3.6 9.2 16.8 10.2
51 1 21 7.2 12.0 0.0 14.0 11.0 14.8 17.6
51 1 22 12.2 6.2 17.6 13.8 4.0 19.2 15.0
51 1 23 10.8 15.8 9.2 17.6 19.2 19.4 18.2
51 1 24 10.0 13.2 7.2 18.8 13.6 8.4 16.6
51 1 25 10.8 2.6 5.6 5.6 0.6 0.8 14.6
51 1 26 13.0 1.2 10.0 13.2 16.8 10.6 16.4
51 1 27 5.0 18.2 7.0 5.8 12.4 6.4 2.0
51 1 28 5.6 15.4 18.2 5.2 1.8 17.0 10.4
51 1 29 10.6 14.2 5.8 11.8 10.2 17.2 9.8
51 1 30 13.8 17.2 18.0 7.2 16.8 15.4 2.8
51 1 31 4.4 17.0 3.8 12.4 11.8 5.8 13.0
51 2 1 7.6 18.2 8.2 19.4 18.8 19.8 10.2
51 2 2 10.6 1.8 16.6 2.8 15.0 7.6 11.2
51 2 3 2.2 18.2 1.6 1.6 10.4 17.0 0.8
51 2 4 10.2 3.2 0.4 4.0 17.0 18.2 6.4
51 2 5 10.2 19.8 19.4 7.0 1.2 17.0 18.4
51 2 6 13.6 4.4 11.0 18.0 18.0 16.2 5.6
51 2 7 12.2 3.4 8.0 11.0 13.8 3.8 3.4
51 2 8 1.2 8.6 2.0 18.6 14.4 9.6 1.0
51 2 9 19.0 18.2 7.6 8.8 15.2 18.4 18.6
51 2 10 15.4 4.6 0.8 0.2 3.2 9.6 12.2
51 2 11 13.2 13.6 13.6 0.4 9.6 5.6 14.0
51 2 12 10.6 3.2 4.2 2.6 2.2 2.4 3.4
51 2 13 1.6 3.0 14.4 0.4 15.8 10.0 0.4
51 2 14 8.6 6.6 1.6 9.0 5.6 8.4 8.4
51 2 15 9.6 3.8 2.0 1.4 16.4 12.2 2.4
51 2 16 12.2 4.0 3.4 4.2 10.8 15.4 6.8
51 2 17 3.6 8.6 11.2 4.6 18.6 17.8 7.2
51 2 18 11.8 19.2 16.4 15.2 8.8 11.0 11.0
51 2 19 16.8 13.6 7.2 6.0 12.2 14.2 5.4
51 2 20 14.4 9.4 19.2 9.8 13.4 5.4 15.2
51 2 21 4.2 17.2 11.8 14.4 2.4 10.2 1.8
51 2 22 6.6 2.0 2.8 5.6 19.6 2.4 9.4
51 2 23 6.8 18.8 13.4 15.0 6.4 16.8 1.6
51 2 24 0.2 0.8 10.0 16.6 17.0 6.2 9.2
51 2 25 10.2 11.0 19.6 14.8 4.2 6.6 3.8
51 2 26 1.4 18.6 4.6 4.4 4.4 14.4 0.2
51 2 27 9.8 18.6 8.2 8.6 15.0 6.2 10.2
51 2 28 1.4 16.0 3.6 10.8 8.8 16.2 10.6
51 3 1 10.2 14.2 0.0 15.8 6.4 19.8 0.4
51 3 2 6.0 15.4 14.2 13.8 17.0 16.8 7.4
51 3 3 14.2 18.8 2.2 10.4 17.8 12.8 11.8
51 3 4 11.4 14.8 4.6 0.2 17.0 9.0 16.4
51 3 5 8.6 2.6 5.6 7.2 13.0 16.4 13.0
51 3 6 13.0 8.4 18.4 17.2 7.0 3.6 12.0
51 3 7 7.8 3.2 3.0 6.0 11.6 6.0 19.4
51 3 8 15.0 7.6 2.8 10.8 15.8 12.6 2.2
51 3 9 14.0 9.2 13.0 8.2 18.0 13.0 5.2
51 3 10 14.8 12.2 18.4 12.2 3.2 10.0 2.2
51 3 11 1.2 18.8 6.0 12.2 5.6 5.0 4.6
51 3 12 11.0 11.6 9.0 1.2 2.8 13.2 10.2
51 3 13 8.2 16.4 6.6 2.2 4.4 0.6 10.0
51 3 14 19.4 5.2 11.0 11.0 19.2 9.0 14.2
51 3 15 11.2 14.0 15.6 3.8 5.0 16.2 14.0
51 3 16 12.4 19.6 18.8 2.4 0.8 4.6 18.0
51 3 17 0.4 8.2 17.6 14.2 7.0 2.2 6.6
51 3 18 14.4 16.6 10.2 15.6 13.4 19.4 12.4
51 3 19 17.0 14.6 17.2 13.0 16.8 0.0 20.0
51 3 20 0.0 15.6 7.8 10.4 2.0 10.4 15.6
51 3 21 5.8 14.4 9.8 2.0 8.6 19.4 8.0
51 3 22 11.2 10.8 5.0 10.0 9.0 6.8 4.2
51 3 23 9.8 8.2 4.4 11.4 1.0 1.6 12.6
51 3 24 18.2 17.6 16.8 8.0 11.2 17.6 6.8
51 3 25 2.4 15.0 3.0 1.2 3.8 10.0 4.0
51 3 26 9.0 19.6 15.4 9.8 12.4 6.2 2.8
51 3 27 3.2 1.4 7.6 18.8 16.8 8.0 3.4
51 3 28 11.0 1.2 11.2 14.6 1.6 16.2 17.8
51 3 29 0.4 12.8 14.2 10.0 17.2 20.0 10.8
51 3 30 4.6 8.2 10.0 11.6 0.2 12.0 18.0
51 3 31 3.2 13.6 17.6 15.6 18.0 13.4 19.6
51 4 1 4.6 5.2 10.4 12.4 9.6 9.4 10.6
51 4 2 15.6 17.4 5.0 16.4 8.8 1.2 2.6
51 4 3 11.2 12.6 10.0 18.8 2.8 7.8 14.0
51 4 4 4.2 17.0 18.4 17.8 11.2 17.4 14.6
51 4 5 4.8 12.4 2.8 9.0 6.0 3.8 12.8
51 4 6 6.6 10.2 9.0 0.4 18.4 2.2 5.4
51 4 7 9.4 17.2 11.0 8.2 9.8 0.6 14.4
51 4 8 18.0 7.2 3.2 15.6 1.6 7.2 13.0
51 4 9 14.8 6.8 19.4 3.8 16.8 19.6 8.6
51 4 10 7.6 13.2 18.0 10.4 13.4 2.6 1.8
51 4 11 16.2 8.4 19.2 8.2 10.2 12.6 0.0
51 4 12 10.8 1.0 4.4 5.6 1.4 17.6 15.8
51 4 13 19.4 8.2 10.2 15.2 7.4 4.0 10.0
51 4 14 1.2 6.2 16.8 4.2 10.6 15.0 5.6
51 4 15 11.6 14.4 3.0 11.2 11.4 5.8 11.8
51 4 16 7.4 5.8 9.0 14.4 4.0 5.6 1.2
51 4 17 2.8 12.8 16.2 16.8 17.6 11.4 10.8
51 4 18 14.2 13.8 0.2 1.4 9.2 2.8 7.0
51 4 19 19.6 18.0 13.6 11.4 11.8 6.4 17.2
51 4 20 18.4 5.4 10.6 5.8 1.4 4.2 14.0
51 4 21 2.4 16.6 15.2 1.6 18.2 0.4 7.4
51 4 22 6.8 16.0 8.8 12.6 4.6 12.8 8.0
51 4 23 13.2 4.4 8.2 18.4 2.6 8.8 19.4
51 4 24 11.0 12.4 11.0 2.2 8.6 13.2 13.2
51 4 25 13.8 11.6 11.2 5.4 9.2 19.6 0.2
51 4 26 3.0 18.2 12.6 18.2 9.2 1.2 10.8
51 4 27 7.2 5.6 17.8 8.2 1.0 19.4 2.4
51 4 28 16.2 4.8 1.0 5.6 8.0 13.4 6.8
51 4 29 13.2 12.6 2.2 4.4 8.2 15.0 1.8
51 4 30 5.0 14.4 10.4 6.4 2.4 9.6 15.0
51 5 1 9.8 0.6 12.4 2.8 12.0 19.8 2.0
51 5 2 9.4 19.0 19.4 1.6 17.6 1.4 9.4
51 5 3 14.2 15.2 8.8 0.6 8.4 5.6 18.6
51 5 4 10.8 13.4 10.4 17.8 9.8 11.4 3.6
51 5 5 4.0 6.8 14.6 1.0 4.4 4.8 10.0
51 5 6 1.0 4.6 2.8 14.6 10.4 10.4 17.6
51 5 7 2.6 1.2 1.6 12.0 19.6 10.4 12.8
51 5 8 7.6 13.0 19.6 5.2 19.0 18.4 15.2
51 5 9 0.4 10.2 12.4 8.6 2.0 1.8 13.0
51 5 10 12.4 8.8 19.2 11.4 14.0 11.6 10.6
51 5 11 12.4 2.8 15.8 18.2 0.8 5.6 16.8
51 5 12 18.8 9.4 15.8 12.0 7.6 8.4 16.0
51 5 13 15.4 9.2 11.4 12.8 18.8 14.6 3.0
51 5 14 2.2 15.0 5.6 14.8 10.6 7.4 1.2
51 5 15 8.4 18.6 5.8 2.4 18.0 0.2 12.6
51 5 16 17.6 8.6 3.6 11.6 0.0 4.8 3.2
51 5 17 3.6 19.2 8.8 8.8 12.4 13.8 6.2
51 5 18 18.2 8.6 8.8 17.2 8.6 12.2 16.2
51 5 19 4.0 15.2 7.2 3.8 1.4 18.8 16.6
51 5 20 5.6 8.4 5.6 9.8 2.0 0.2 11.4
51 5 21 7.0 14.6 17.6 4.8 10.0 10.0 7.0
51 5 22 15.8 4.0 7.6 3.6 6.6 9.0 9.8
51 5 23 14.6 6.0 6.8 5.4 6.4 9.2 12.8
51 5 24 13.6 4.4 15.4 6.4 10.6 16.6 15.2
51 5 25 19.2 14.4 7.8 12.2 2.2 0.8 4.0
51 5 26 17.0 17.4 17.6 1.6 10.4 9.2 18.4
51 5 27 10.0 3.6 19.6 11.2 10.0 9.4 16.0
51 5 28 17.0 18.4 0.0 10.2 11.8 4.4 6.0
51 5 29 14.4 11.4 2.6 11.2 11.8 19.6 5.0
51 5 30 10.6 13.8 6.4 4.0 2.6 14.6 17.6
51 5 31 2.2 14.4 3.6 11.4 5.8 10.4 6.2
51 6 1 16.0 7.0 7.6 0.8 10.0 9.8 5.0
51 6 2 16.0 7.8 10.0 14.6 9.2 12.0 5.2
51 6 3 12.4 1.0 3.0 2.2 8.4 5.6 18.6
51 6 4 5.0 3.2 19.4 4.8 8.4 10.0 16.6
51 6 5 20.0 2.6 15.2 1.2 2.6 12.8 15.4
51 6 6 4.6 2.6 9.2 9.4 19.4 8.4 0.0
51 6 7 11.8 15.8 18.4 7.0 16.0 7.0 19.8
51 6 8 5.2 16.0 1.6 18.0 3.2 8.8 3.2
51 6 9 19.2 10.0 5.6 4.4 10.0 13.0 2.4
51 6 10 16.4 16.6 17.4 13.8 13.6 1.8 0.8
51 6 11 16.4 14.0 6.8 18.6 18.4 14.4 8.8
51 6 12 12.8 1.8 11.4 17.4 18.8 19.8 9.8
51 6 13 2.2 6.6 2.6 8.6 10.0 11.6 18.8
51 6 14 15.0 16.0 5.6 19.2 12.8 7.4 2.8
51 6 15 17.2 11.2 14.8 16.6 9.8 4.2 1.8
51 6 16 14.2 18.4 16.6 7.2 10.2 7.4 8.8
51 6 17 7.6 3.8 11.6 10.0 15.2 5.2 15.4
51 6 18 3.4 6.4 17.4 14.0 15.2 12.8 0.6
51 6 19 11.4 0.8 19.8 1.0 7.0 19.4 0.6
51 6 20 6.6 14.8 6.4 11.6 13.6 2.0 0.2
51 6 21 19.8 7.2 0.6 3.4 3.0 7.2 5.8
51 6 22 1.8 10.6 10.6 9.0 12.6 15.6 17.6
51 6 23 10.0 16.2 17.8 18.8 11.4 0.8 13.8
51 6 24 4.6 18.6 19.6 6.2 7.0 14.2 9.2
51 6 25 16.8 10.2 1.6 17.0 1.6 0.8 2.6
51 6 26 19.6 4.0 2.0 19.6 1.4 0.4 4.4
51 6 27 17.2 5.8 1.8 20.0 0.6 10.8 8.6
51 6 28 1.8 20.0 7.6 12.8 3.0 17.8 12.4
51 6 29 3.2 17.8 15.6 12.0 19.8 7.6 15.0
51 6 30 19.2 13.0 16.0 16.0 8.6 11.0 20.0
51 7 1 11.2 3.0 15.2 12.6 18.6 4.0 10.8
51 7 2 9.4 7.2 9.8 18.6 5.8 10.8 18.6
51 7 3 1.2 14.4 6.2 2.0 9.0 7.4 3.4
51 7 4 10.6 11.4 14.2 13.6 6.4 8.2 7.0
51 7 5 16.0 15.6 5.4 15.4 3.0 5.2 10.0
51 7 6 13.0 0.0 12.2 1.6 12.2 16.6 12.4
51 7 7 0.2 0.2 15.4 18.8 6.4 3.4 5.2
51 7 8 1.4 2.6 17.8 16.2 2.0 19.8 4.4
51 7 9 13.0 0.2 19.0 2.8 10.2 16.6 7.6
51 7 10 5.0 7.4 11.6 16.0 1.6 17.2 16.0
51 7 11 5.4 6.4 6.4 10.0 10.8 18.6 2.4
51 7 12 18.6 5.8 2.4 6.4 13.0 12.0 16.2
51 7 13 16.4 12.8 19.4 11.2 16.4 12.4 17.4
51 7 14 18.2 2.8 16.8 0.0 19.4 19.4 8.6
51 7 15 17.4 12.2 16.0 15.2 10.2 5.4 0.8
51 7 16 7.8 15.0 6.4 15.6 1.0 4.0 1.4
51 7 17 8.8 5.0 1.2 1.2 6.6 9.4 14.4
51 7 18 7.8 11.8 18.2 5.6 13.4 16.2 6.4
51 7 19 17.4 16.6 8.2 19.8 3.0 4.4 10.0
51 7 20 7.6 10.6 14.8 1.8 11.6 3.2 10.2
51 7 21 18.4 10.0 6.0 12.0 18.0 19.0 19.6
51 7 22 11.6 10.4 17.0 5.8 13.6 15.4 2.2
51 7 23 13.8 11.8 11.4 14.4 12.8 5.4 7.8
51 7 24 2.8 0.2 14.4 0.6 7.8 11.4 2.2
51 7 25 19.8 13.4 16.4 16.4 8.0 3.6 13.0
51 7 26 14.2 16.6 7.2 3.2 3.4 15.8 9.4
51 7 27 18.4 14.8 9.2 6.0 7.6 5.6 17.0
51 7 28 0.4 18.8 14.8 7.6 1.6 8.6 13.0
51 7 29 13.4 7.6 6.0 12.8 0.0 5.4 3.6
51 7 30 4.0 8.0 0.2 18.2 19.8 4.6 9.0
51 7 31 5.4 6.4 14.8 11.4 13.8 18.2 5.4
51 8 1 18.8 13.2 19.0 5.0 6.8 13.8 10.8
51 8 2 2.0 19.0 17.6 6.8 17.6 1.0 5.0
51 8 3 17.0 2.6 18.4 0.2 7.2 17.8 2.0
51 8 4 16.6 9.0 0.6 0.4 1.0 2.8 10.0
51 8 5 19.4 1.8 19.2 18.8 6.2 15.6 13.6
51 8 6 18.2 6.2 7.2 0.0 9.8 19.8 16.2
51 8 7 6.6 8.0 5.2 20.0 13.0 17.0 14.6
51 8 8 1.4 4.0 4.2 15.2 1.4 16.4 13.6
51 8 9 17.0 11.4 18.6 5.6 6.4 13.8 5.0
51 8 10 9.6 17.6 11.6 7.6 9.6 2.2 4.2
51 8 11 2.6 14.0 9.2 0.0 13.6 8.8 19.4
51 8 12 13.8 4.8 4.2 9.4 9.8 7.0 7.6
51 8 13 3.2 14.0 12.8 9.8 11.6 5.8 6.4
51 8 14 11.6 14.8 18.8 16.6 10.8 12.0 9.2
51 8 15 2.2 18.8 14.0 17.4 9.2 9.6 7.2
51 8 16 9.0 15.4 2.4 17.6 6.4 3.6 1.6
51 8 17 12.8 5.4 15.0 3.8 10.0 2.0 12.2
51 8 18 3.2 19.4 4.8 4.8 15.6 19.0 5.2
51 8 19 0.4 11.4 15.2 7.8 12.0 6.6 17.6
51 8 20 19.6 17.6 14.8 0.2 2.8 1.8 14.6
51 8 21 2.6 1.2 5.2 11.0 17.8 2.6 5.4
51 8 22 10.0 8.4 3.2 11.6 17.2 2.6 10.8
51 8 23 15.0 6.4 12.0 14.4 9.0 2.2 7.0
51 8 24 3.4 5.8 12.0 6.4 0.8 0.0 4.4
51 8 25 15.4 12.6 2.0 16.2 11.8 14.4 4.8
51 8 26 8.0 14.0 0.0 13.0 12.0 14.0 20.0
51 8 27 5.0 4.0 14.0 14.8 8.2 8.6 1.6
51 8 28 3.2 7.2 5.8 11.8 14.0 16.0 2.2
51 8 29 9.2 9.6 6.8 6.0 18.6 13.4 16.6
51 8 30 9.0 5.0 16.8 7.0 0.4 18.4 18.0
51 8 31 4.6 16.4 6.0 8.6 4.0 3.6 0.0
51 9 1 8.2 4.8 7.0 10.4 16.2 12.8 3.8
51 9 2 9.0 14.8 15.0 12.8 12.2 9.8 19.6
51 9 3 0.6 20.0 13.8 9.4 18.4 9.6 4.2
51 9 4 8.4 2.4 9.0 4.8 7.6 19.8 2.8
51 9 5 19.4 4.6 4.8 15.0 5.0 0.4 14.2
51 9 6 3.6 4.2 15.4 9.6 10.8 9.2 11.2
51 9 7 15.4 17.4 6.0 12.4 4.8 8.8 9.0
51 9 8 1.4 4.4 3.4 18.6 1.0 15.2 13.6
51 9 9 18.0 12.6 8.2 12.0 18.8 5.8 17.8
51 9 10 12.6 17.4 9.2 5.0 0.2 1.0 14.0
51 9 11 10.4 10.2 8.4 16.0 6.4 18.6 14.2
51 9 12 2.2 2.4 6.8 11.2 3.2 14.6 18.0
51 9 13 7.6 13.2 9.2 17.6 17.6 11.0 16.4
51 9 14 17.6 8.2 16.0 7.4 5.0 3.4 4.6
51 9 15 9.4 3.0 19.8 9.6 7.0 2.8 6.4
51 9 16 2.8 3.0 11.8 1.6 14.4 15.0 12.6
51 9 17 6.4 17.0 13.6 15.6 10.0 16.4 13.6
51 9 18 11.4 16.2 3.6 11.6 19.0 10.2 6.2
51 9 19 19.4 19.2 19.0 0.2 6.4 8.8 1.4
51 9 20 14.0 0.0 11.4 2.8 4.4 0.4 0.6
51 9 21 10.8 0.0 18.2 17.0 3.4 1.0 15.2
51 9 22 18.4 16.0 2.8 11.2 14.2 6.2 2.0
51 9 23 6.8 9.2 10.8 10.6 7.2 18.6 18.8
51 9 24 12.6 6.6 17.2 1.2 0.0 10.6 13.6
51 9 25 15.0 12.0 8.4 14.6 3.6 5.0 17.0
51 9 26 14.8 15.2 9.2 19.8 11.2 11.4 18.8
51 9 27 19.0 3.8 0.8 2.6 0.4 17.2 8.4
51 9 28 5.6 1.4 1.2 16.0 11.8 8.4 10.4
51 9 29 5.8 15.4 14.4 12.0 10.0 15.8 1.0
51 9 30 17.6 7.8 4.4 19.0 14.8 7.2 11.4
51 10 1 3.8 13.6 15.0 7.2 14.4 5.0 17.6
51 10 2 18.0 16.2 5.2 15.2 16.6 5.2 19.4
51 10 3 7.2 9.4 6.0 12.6 18.2 0.6 2.0
51 10 4 3.0 15.0 2.8 15.4 12.2 18.6 19.2
51 10 5 7.4 12.0 18.8 10.0 19.8 11.8 17.6
51 10 6 1.6 14.4 4.2 19.6 18.4 17.8 15.8
51 10 7 18.0 9.8 4.2 3.4 8.0 3.0 7.6
51 10 8 11.6 8.8 1.4 17.4 4.6 8.6 7.2
51 10 9 12.4 17.4 7.6 12.6 9.6 17.2 4.8
51 10 10 10.8 5.6 13.6 12.6 7.6 9.6 8.0
51 10 11 6.2 10.6 4.0 14.2 14.0 16.2 16.8
51 10 12 2.2 10.2 0.4 7.4 19.6 0.8 9.4
51 10 13 16.6 0.0 14.4 12.8 12.8 10.6 7.0
51 10 14 14.4 3.4 19.0 10.4 15.6 5.8 1.0
51 10 15 18.6 15.0 15.8 7.8 7.0 15.6 10.0
51 10 16 0.4 8.6 11.4 14.0 12.2 19.6 2.8
51 10 17 5.2 9.0 10.6 13.0 17.6 4.4 10.0
51 10 18 16.2 3.6 10.0 7.8 20.0 15.8 19.4
51 10 19 18.2 5.6 15.6 7.6 18.8 5.6 19.4
51 10 20 18.8 19.0 8.8 11.8 1.0 9.2 5.2
51 10 21 10.2 12.4 19.2 17.0 7.8 18.4 16.4
51 10 22 8.4 15.4 16.2 1.8 18.8 14.0 16.0
51 10 23 18.0 10.4 14.4 7.0 10.4 2.6 15.2
51 10 24 17.2 7.0 8.0 13.8 14.6 18.0 3.8
51 10 25 4.0 9.4 15.6 14.6 7.6 2.4 17.6
51 10 26 18.8 18.8 4.2 0.8 0.8 16.8 3.8
51 10 27 12.4 2.2 4.0 11.4 13.4 16.6 3.2
51 10 28 12.4 11.8 10.0 15.4 12.2 10.0 9.6
51 10 29 6.6 16.4 11.4 5.0 13.0 2.6 0.2
51 10 30 3.0 9.6 11.2 0.4 8.4 2.0 10.2
51 10 31 0.0 6.4 1.0 15.4 10.2 3.6 4.2
51 11 1 6.6 1.4 11.0 17.6 11.2 11.0 2.6
51 11 2 0.8 8.2 2.4 1.6 18.4 0.6 14.4
51 11 3 9.8 17.6 11.4 11.4 4.4 3.4 2.6
51 11 4 15.8 17.0 5.0 9.8 17.2 11.8 11.6
51 11 5 3.0 5.2 6.0 19.6 1.6 17.6 7.2
51 11 6 0.6 4.8 2.2 2.0 2.0 7.0 8.6
51 11 7 7.2 9.4 5.0 8.0 6.2 9.6 5.4
51 11 8 10.8 10.0 18.6 16.0 14.4 18.8 5.0
51 11 9 3.8 2.8 19.6 19.6 14.6 10.8 16.4
51 11 10 6.8 4.8 5.0 5.8 14.2 1.4 10.0
51 11 11 14.0 3.4 19.4 7.8 2.0 18.2 11.4
51 11 12 11.0 9.0 12.0 3.0 5.4 1.8 4.0
51 11 13 2.4 12.6 13.8 14.2 17.8 11.6 0.6
51 11 14 14.2 2.8 6.0 2.8 11.8 7.2 8.8
51 11 15 18.0 18.0 6.8 8.8 17.6 13.2 11.6
51 11 16 19.2 7.8 15.4 17.0 14.4 10.6 15.8
51 11 17 15.2 9.8 15.8 13.6 1.0 4.4 3.8
51 11 18 18.0 18.6 9.2 7.0 16.0 20.0 6.2
51 11 19 10.8 6.0 15.2 14.4 9.6 11.4 2.2
51 11 20 13.4 11.4 10.2 11.0 15.2 9.8 6.2
51 11 21 13.8 19.2 12.6 5.0 13.2 1.4 18.0
51 11 22 15.2 9.0 7.0 12.6 20.0 5.6 19.0
51 11 23 11.2 2.4 12.8 12.4 17.0 19.0 9.0
51 11 24 12.6 8.0 19.0 19.6 6.0 1.8 9.6
51 11 25 5.6 16.2 5.4 7.0 19.2 6.6 3.2
51 11 26 0.4 11.0 1.4 2.2 16.6 11.6 4.4
51 11 27 5.8 9.8 11.2 17.2 7.2 4.6 13.2
51 11 28 11.4 4.4 8.4 19.6 17.0 19.0 17.4
51 11 29 14.8 9.2 0.8 14.0 0.2 19.6 9.2
51 11 30 16.6 13.8 8.8 5.4 4.2 17.0 1.0
51 12 1 10.2 7.6 9.8 18.8 2.4 2.6 14.0
51 12 2 5.8 10.8 5.4 1.6 18.8 9.6 8.2
51 12 3 0.6 10.0 14.0 10.0 14.8 18.0 12.4
51 12 4 6.8 15.8 0.4 19.0 19.8 6.4 2.8
51 12 5 0.8 9.0 5.6 12.2 18.6 13.2 12.6
51 12 6 10.0 11.4 17.4 12.0 14.2 15.2 18.2
51 12 7 15.0 17.2 4.4 12.6 1.4 15.6 11.0
51 12 8 17.6 10.4 12.6 18.0 13.0 9.2 16.4
51 12 9 14.4 8.6 6.0 14.2 19.0 6.2 16.2
51 12 10 13.0 2.8 16.2 12.0 5.6 19.4 11.2
51 12 11 8.8 11.2 6.6 12.0 16.6 1.0 14.4
51 12 12 10.2 14.4 3.0 7.2 2.6 2.4 6.8
51 12 13 19.8 16.6 9.0 10.6 15.4 6.4 0.2
51 12 14 17.8 12.6 9.4 2.6 13.6 18.0 14.4
51 12 15 7.0 0.2 10.8 18.6 2.0 16.0 13.8
51 12 16 2.2 7.0 10.6 18.2 0.2 9.4 13.4
51 12 17 11.8 8.8 4.6 4.8 4.6 3.6 10.6
51 12 18 3.2 18.8 11.0 10.6 10.6 9.8 3.4
51 12 19 15.8 7.2 13.0 4.2 13.4 9.4 16.4
51 12 20 13.4 6.0 15.2 4.0 19.6 14.0 2.8
51 12 21 16.6 11.6 11.0 6.4 8.8 16.8 10.4
51 12 22 5.8 13.6 9.6 13.0 7.0 5.6 11.2
51 12 23 17.6 10.0 7.8 13.6 2.2 3.2 8.2
51 12 24 3.0 3.0 17.6 6.2 19.6 3.0 18.2
51 12 25 6.2 4.2 9.6 15.2 19.4 7.4 17.8
51 12 26 7.0 11.6 1.8 2.6 18.6 9.0 3.2
51 12 27 7.6 15.8 19.8 2.6 1.2 10.8 4.2
51 12 28 10.2 19.6 6.4 7.4 11.8 11.4 11.6
51 12 29 9.4 11.4 16.4 16.6 8.2 15.6 6.8
